source_file,old_post_id,old_url,old_slug,old_title,old_content_type,new_content_type,category,subcategory,original_publish_date,original_modified_date,word_count,media_count,internal_links,external_links,seo_title,meta_description,potential_target_url,existing_new_equivalent,content_quality_score,historical_value_score,medical_review_required,recommended_action,notes
../output/markdown/clinic__inch-loss-treatment.md,,https://www.radianceclinics.com/inch-loss-treatment/,inch-loss-treatment,Inch Loss Treatment,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-02-23,,430,,0,0,,,/about,yes,75,67,no,EXPAND,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b | \bpainless\b | \bweight loss\b
../output/markdown/clinic__anti-wrinkle-radiance.md,,https://www.radianceclinics.com/anti-wrinkle-radiance/,anti-wrinkle-radiance,Anti Wrinkle,page,PATIENT_GUIDE,Ageing & Aesthetics,clinic,2023-08-11,,656,,0,0,,,/treatments/aesthetic-dermatology/injectable-aesthetics,yes,75,76,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__hair-patch.md,,https://www.radianceclinics.com/hair-patch/,hair-patch,Hair Patch and Hair Wig,page,PATIENT_GUIDE,Other,hair,2023-08-19,,510,,0,0,,,/knowledge,no,75,70,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bpainless\b
../output/markdown/clinic__top-5-ways-the-millennial-use-for-better-hair-and-skin.md,,https://www.radianceclinics.com/post/top-5-ways-the-millennial-use-for-better-hair-and-skin/,top-5-ways-the-millennial-use-for-better-hair-and-skin,Top 5 Ways the Millennial use for Better Hair and Skin,post,ARTICLE,Skin Health,clinic,2021-12-07,,509,,0,0,,,/knowledge/top-5-ways-the-millennial-use-for-better-hair-and-skin,no,75,70,yes,CONVERT_TO_GUIDE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__using-botox-and-fillers-for-anti-aging-treatments.md,,https://www.radianceclinics.com/post/using-botox-and-fillers-for-anti-aging-treatments/,using-botox-and-fillers-for-anti-aging-treatments,Using Botox and Fillers for Anti-Aging Treatments,post,TREATMENT,Ageing & Aesthetics,clinic,2022-02-02,,406,,0,0,,,/botox-treatment-bhubaneswar,yes,75,66,yes,EXPAND,source bucket GOOD; medical/editorial flags: \b(botox|filler|injectable)\b
../output/markdown/clinic__the-myths-and-reasons-for-hair-loss-radiance-skin-and-hair-clinics.md,,https://www.radianceclinics.com/post/the-myths-and-reasons-for-hair-loss-radiance-skin-and-hair-clinics/,the-myths-and-reasons-for-hair-loss-radiance-skin-and-hair-clinics,The Myths and Reasons for Hair Loss,post,CONCERN,Hair Loss & Scalp,clinic,2022-09-29,,462,,0,0,,,/concerns/hair-loss-scalp/hair-loss,yes,75,68,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__spending-on-weight-loss-is-an-ideal-investment.md,,https://www.radianceclinics.com/post/spending-on-weight-loss-is-an-ideal-investment/,spending-on-weight-loss-is-an-ideal-investment,Spending on Weight Loss is an Ideal Investment,post,CLINIC_INFO,Clinic & Doctor,clinic,2022-08-13,,565,,0,0,,,/about,yes,75,72,no,EXPAND,source bucket GOOD; medical/editorial flags: \bprescri(?:be|ption)\b | \bweight loss\b
../output/markdown/clinic__experience-natural-looking-hair-with-hair-patch.md,,https://www.radianceclinics.com/post/experience-natural-looking-hair-with-hair-patch/,experience-natural-looking-hair-with-hair-patch,Experience Natural-Looking Hair with Hair Patch,post,CLINIC_INFO,Clinic & Doctor,clinic,2023-05-26,,547,,0,0,,,/about,yes,75,72,no,EXPAND,source bucket GOOD; medical/editorial flags: \bpainless\b | \bprescri(?:be|ption)\b
../output/markdown/clinic__how-facial-fillers-can-enhance-your-natural-beauty.md,,https://www.radianceclinics.com/post/how-facial-fillers-can-enhance-your-natural-beauty/,how-facial-fillers-can-enhance-your-natural-beauty,How Facial Fillers Can Enhance Your Natural Beauty,post,DOCTOR_ANSWER_CANDIDATE,Ageing & Aesthetics,clinic,2023-09-07,,772,,0,0,,,/dermal-fillers-bhubaneswar,yes,75,81,yes,CONVERT_TO_QA,source bucket GOOD; medical/editorial flags: \bno downtime\b | \b(botox|filler|injectable)\b
../output/markdown/clinic__say-goodbye-to-warts-transform-your-skin-at-radiance-clinic.md,,https://www.radianceclinics.com/post/say-goodbye-to-warts-transform-your-skin-at-radiance-clinic/,say-goodbye-to-warts-transform-your-skin-at-radiance-clinic,Say Goodbye to Warts: Transform Your Skin at Radiance Clinic,post,CONCERN,General Skin Concerns,clinic,2024-03-13,,450,,0,0,,,/concerns/other-skin-concerns/moles-and-warts,yes,75,68,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__what-makes-bio-hair-transplant-different-from-traditional-methods.md,,https://www.radianceclinics.com/post/what-makes-bio-hair-transplant-different-from-traditional-methods/,what-makes-bio-hair-transplant-different-from-traditional-methods,What Makes Bio Hair Transplant Different from Traditional Methods,post,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,hair,2024-06-22,,481,,0,0,,,/hair-transplant-bhubaneswar,yes,75,69,yes,CONVERT_TO_QA,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__winter-skincare-and-hair-care-top-tips-for-radiance-and-health.md,,https://www.radianceclinics.com/post/winter-skincare-and-hair-care-top-tips-for-radiance-and-health/,winter-skincare-and-hair-care-top-tips-for-radiance-and-health,Winter Skincare and Hair Care: Top Tips for Radiance and Health,post,ARTICLE,Skin Health,skin,2024-12-24,,570,,0,0,,,/knowledge/winter-skincare-and-hair-care-top-tips-for-radiance-and-health,no,75,73,yes,CONVERT_TO_GUIDE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__how-to-care-for-your-scalp-after-a-hair-transplant.md,,https://www.radianceclinics.com/post/how-to-care-for-your-scalp-after-a-hair-transplant/,how-to-care-for-your-scalp-after-a-hair-transplant,How to Care for Your Scalp After a Hair Transplant,post,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,clinic,2025-02-15,,462,,0,0,,,/hair-transplant-bhubaneswar,yes,75,68,yes,CONVERT_TO_QA,source bucket GOOD; medical/editorial flags: \bprescri(?:be|ption)\b
../output/markdown/clinic__what-is-lip-blushing-and-how-does-it-work.md,,https://www.radianceclinics.com/post/what-is-lip-blushing-and-how-does-it-work/,what-is-lip-blushing-and-how-does-it-work,What Is Lip Blushing and How Does It Work,post,CLINIC_INFO,Clinic & Doctor,clinic,2025-06-16,,645,,0,0,,,/about,yes,75,76,no,EXPAND,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/skin__advanced-acne-scar-removal-treatments-you-should-know.md,,https://www.radianceclinics.com/post/advanced-acne-scar-removal-treatments-you-should-know/,advanced-acne-scar-removal-treatments-you-should-know,Advanced Acne Scar Removal Treatments You Should Know,post,TREATMENT,Acne Scars,skin,2025-09-30,,430,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,75,67,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__what-is-gfc-treatment-and-how-does-it-help-in-hair-regrowth.md,,https://www.radianceclinics.com/post/what-is-gfc-treatment-and-how-does-it-help-in-hair-regrowth/,what-is-gfc-treatment-and-how-does-it-help-in-hair-regrowth,What Is GFC Treatment And How Does It Help In Hair Regrowth,post,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,clinic,2025-10-31,,609,,0,0,,,/treatments/hair-restoration/prp-gfc-scalp-therapy,yes,75,74,yes,CONVERT_TO_QA,source bucket GOOD; medical/editorial flags: \bpainless\b
../output/markdown/clinic__laser-vs-fillers-vs-creams-what-truly-works-for-under-eye-bags.md,,https://www.radianceclinics.com/post/laser-vs-fillers-vs-creams-what-truly-works-for-under-eye-bags/,laser-vs-fillers-vs-creams-what-truly-works-for-under-eye-bags,Laser vs. Fillers vs. Creams – What Truly Works for Under Eye Bags,post,TREATMENT,Ageing & Aesthetics,clinic,2026-03-31,,559,,0,0,,,/concerns/pigmentation/under-eye-dark-circles,yes,75,72,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__home2.md,,https://www.radianceclinics.com/,home2,Home Front Page,page,CLINIC_INFO,Clinic & Doctor,clinic,2022-07-17,,458,,0,0,,,/about,yes,70,65,no,EXPAND,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__hair-transplant-in-baripada.md,,https://www.radianceclinics.com/hair-transplant-in-baripada/,hair-transplant-in-baripada,Hair Transplant in Baripada,page,LOCATION,Hair Transplant,clinic,2022-08-20,,372,,0,0,,,/hair-transplant-bhubaneswar,yes,70,61,yes,REDIRECT,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b | \bpainless\b; legacy city page does not establish a clinic branch
../output/markdown/skin__chemical-peel.md,,https://www.radianceclinics.com/chemical-peel/,chemical-peel,Chemical Peel,page,TREATMENT,Skin Health,skin,2023-08-13,,403,,0,0,,,/skin-clinic-bhubaneswar,yes,70,62,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__vitiligo-3.md,,https://www.radianceclinics.com/vitiligo-3/,vitiligo-3,Vitiligo Treatment,page,TREATMENT,General Skin Concerns,clinic,2023-08-13,,794,,0,0,,,/knowledge,no,70,79,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bvitiligo\b
../output/markdown/hair__hair-wig.md,,https://www.radianceclinics.com/hair-wig/,hair-wig,Hair Wig,page,PATIENT_GUIDE,Other,hair,2023-08-19,,559,,0,0,,,/knowledge,no,70,69,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bguarantee[sd]?\b | \bpermanent(?:ly)?\b
../output/markdown/skin__lasertoning.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/lasertoning/,lasertoning,Laser Toning,page,TREATMENT,Skin Health,skin,2023-09-18,,167,,0,0,,,/skin-clinic-bhubaneswar,yes,70,52,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__carbonpeel.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/carbonpeel/,carbonpeel,Carbon Peel,page,TREATMENT,Skin Health,skin,2023-09-18,,159,,0,0,,,/skin-clinic-bhubaneswar,yes,70,52,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b | \bno downtime\b
../output/markdown/skin__laser-toning.md,,https://www.radianceclinics.com/treatment/pigmentation/laser-toning/,laser-toning,Laser Toning,page,TREATMENT,Skin Health,skin,2023-09-20,,173,,0,0,,,/skin-clinic-bhubaneswar,yes,70,53,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__pixel.md,,https://www.radianceclinics.com/treatment/acne-scars/pixel/,pixel,Pixel,page,TREATMENT,Skin Health,skin,2023-09-23,,157,,0,0,,,/skin-clinic-bhubaneswar,yes,70,52,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__laser-facials.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/laser-facials/,laser-facials,Laser Facials,page,TREATMENT,Skin Health,skin,2023-09-24,,152,,0,0,,,/skin-clinic-bhubaneswar,yes,70,52,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__skin-and-hair-specialist-near-me.md,,https://www.radianceclinics.com/post/skin-and-hair-specialist-near-me/,skin-and-hair-specialist-near-me,Skin And Hair Specialist Near Me,post,ARTICLE,Skin Health,clinic,2021-12-31,,318,,0,0,,,/knowledge/skin-and-hair-specialist-near-me,no,70,59,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__what-should-i-know-before-buying-a-hair-wig.md,,https://www.radianceclinics.com/post/what-should-i-know-before-buying-a-hair-wig/,what-should-i-know-before-buying-a-hair-wig,What Should I Know Before Buying a Hair Wig,post,CLINIC_INFO,Clinic & Doctor,clinic,2024-09-13,,548,,0,0,,,/about,yes,70,68,no,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__what-to-expect-during-your-first-visit-to-a-skin-care-doctor.md,,https://www.radianceclinics.com/post/what-to-expect-during-your-first-visit-to-a-skin-care-doctor/,what-to-expect-during-your-first-visit-to-a-skin-care-doctor,What to Expect During Your First Visit to a Skin Care Doctor,post,DOCTOR_ANSWER_CANDIDATE,Skin Health,clinic,2024-10-24,,391,,0,0,,,/knowledge/what-to-expect-during-your-first-visit-to-a-skin-care-doctor,no,70,62,yes,CONVERT_TO_QA,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__how-long-does-it-take-to-see-results-after-a-hair-transplant.md,,https://www.radianceclinics.com/post/how-long-does-it-take-to-see-results-after-a-hair-transplant/,how-long-does-it-take-to-see-results-after-a-hair-transplant,How Long Does It Take to See Results After a Hair Transplant,post,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,hair,2025-01-11,,530,,0,0,,,/hair-transplant-bhubaneswar,yes,70,68,yes,CONVERT_TO_QA,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__which-is-better-synthetic-or-natural-hair-wigs.md,,https://www.radianceclinics.com/post/which-is-better-synthetic-or-natural-hair-wigs/,which-is-better-synthetic-or-natural-hair-wigs,Which Is Better: Synthetic Or Natural Hair Wigs,post,CLINIC_INFO,Clinic & Doctor,clinic,2025-07-25,,626,,0,0,,,/about,yes,70,72,no,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__how-prp-treatment-helps-in-hair-fall-control-and-regrowth-naturally.md,,https://www.radianceclinics.com/post/how-prp-treatment-helps-in-hair-fall-control-and-regrowth-naturally/,how-prp-treatment-helps-in-hair-fall-control-and-regrowth-naturally,How PRP Treatment Helps In Hair Fall Control And Regrowth Naturally,post,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,hair,2025-10-13,,539,,0,0,,,/treatments/hair-restoration/prp-gfc-scalp-therapy,yes,70,68,yes,CONVERT_TO_QA,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__under-eye-rejuvenation.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/under-eye-rejuvenation/,under-eye-rejuvenation,Under Eye Rejuvenation,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-19,,172,,0,0,,,/concerns/pigmentation/under-eye-dark-circles,yes,65,49,no,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__cosmelan-peel.md,,https://www.radianceclinics.com/treatment/pigmentation/cosmelan-peel/,cosmelan-peel,Cosmelan Peel,page,TREATMENT,Skin Health,skin,2023-09-20,,167,,0,0,,,/skin-clinic-bhubaneswar,yes,65,49,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__chemical-peel.md,,https://www.radianceclinics.com/treatment/pigmentation/chemical-peel/,chemical-peel,Chemical  Peel,page,TREATMENT,Skin Health,skin,2023-09-20,,163,,0,0,,,/skin-clinic-bhubaneswar,yes,65,49,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__pixel.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/pixel/,pixel,Pixel,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,154,,0,0,,,/about,yes,65,49,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__anti-ageing-laser.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/anti-ageing-laser/,anti-ageing-laser,Anti-Ageing Laser,page,TREATMENT,Skin Health,clinic,2023-09-22,,167,,0,0,,,/skin-clinic-bhubaneswar,yes,65,49,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bno downtime\b
../output/markdown/skin__ipl-therapy-photofacial.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/ipl-therapy-photofacial/,ipl-therapy-photofacial,IPL Therapy / Photofacial,page,TREATMENT,Skin Health,skin,2023-09-22,,197,,0,0,,,/skin-clinic-bhubaneswar,yes,65,50,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__aft-laser.md,,https://www.radianceclinics.com/treatment/unwanted-hair/aft-laser/,aft-laser,AFT Laser,page,TREATMENT,Skin Health,skin,2023-09-22,,164,,0,0,,,/skin-clinic-bhubaneswar,yes,65,49,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__pixigenus-stretch-marks.md,,https://www.radianceclinics.com/treatment/stretch-marks/pixigenus-stretch-marks/,pixigenus-stretch-marks,Pixigenus Stretch Marks,page,TREATMENT,Scars & Stretch Marks,clinic,2023-09-22,,152,,0,0,,,/concerns/scars-stretch-marks/stretch-marks,yes,65,49,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__laser-facial.md,,https://www.radianceclinics.com/treatment/premium-services/laser-facial/,laser-facial,Laser Facial,page,TREATMENT,Skin Health,skin,2023-09-23,,151,,0,0,,,/skin-clinic-bhubaneswar,yes,65,49,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bno downtime\b
../output/markdown/skin__acne-zap-laser.md,,https://www.radianceclinics.com/treatment/acne-treatment/acne-zap-laser/,acne-zap-laser,Acne Zap Laser,page,TREATMENT,Acne,skin,2023-09-23,,162,,0,0,,,/concerns/acne/acne,yes,65,49,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b | \bno downtime\b
../output/markdown/clinic__carbon-laser-peel.md,,https://www.radianceclinics.com/treatment/acne-treatment/carbon-laser-peel/,carbon-laser-peel,Carbon Laser Peel,page,TREATMENT,Skin Health,clinic,2023-09-23,,160,,0,0,,,/skin-clinic-bhubaneswar,yes,65,49,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bflawless\b | \bno downtime\b
../output/markdown/skin__dermaroller.md,,https://www.radianceclinics.com/treatment/acne-scars/dermaroller/,dermaroller,Dermaroller,page,TREATMENT,Acne Scars,skin,2023-09-23,,187,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,65,50,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__pcod.md,,https://www.radianceclinics.com/conditions/pcod/,pcod,PCOD,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,185,,0,0,,,/about,yes,65,50,no,EXPAND,source bucket GOOD; medical/editorial flags: \bweight loss\b
../output/markdown/clinic__post-hair-transplant-recovery-guide.md,,https://www.radianceclinics.com/post-hair-transplant-recovery-guide/,post-hair-transplant-recovery-guide,Post-Hair Transplant Recovery Guide,page,TREATMENT,Hair Transplant,clinic,2025-04-19,,439,,0,0,,,/hair-transplant-bhubaneswar,yes,65,61,yes,EXPAND,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__hair-treatment-doctor-near-me.md,,https://www.radianceclinics.com/post/hair-treatment-doctor-near-me/,hair-treatment-doctor-near-me,Hair Treatment Doctor Near Me,post,TREATMENT,Other,hair,2021-12-30,,308,,0,0,,,/knowledge/hair-treatment-doctor-near-me,no,65,55,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__lip-vitiligo-correction.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/lip-vitiligo-correction/,lip-vitiligo-correction,Lip Vitiligo Correction,page,TREATMENT,General Skin Concerns,clinic,2025-05-13,,309,,0,0,,,/knowledge,no,65,55,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b | \bpainless\b | \bvitiligo\b
../output/markdown/clinic__stubborn-acne-care-with-proven-medical-options.md,,https://www.radianceclinics.com/post/stubborn-acne-care-with-proven-medical-options/,stubborn-acne-care-with-proven-medical-options,Stubborn Acne Care with Proven Medical Options,post,CONCERN,Acne,clinic,2025-09-12,,391,,0,0,,,/concerns/acne/acne,yes,65,59,yes,EXPAND,source bucket GOOD; medical/editorial flags: \bprescri(?:be|ption)\b | \bpregnan(?:cy|t)\b
../output/markdown/clinic__female-hair-transplant.md,,https://www.radianceclinics.com/female-hair-transplant/,female-hair-transplant,Female Hair Transplant,page,TREATMENT,Hair Transplant,clinic,2023-08-03,,277,,0,0,,,/concerns/hair-transplant/female-hair-transplant,yes,60,51,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__fillers.md,,https://www.radianceclinics.com/fillers/,fillers,Fillers,page,PATIENT_GUIDE,Ageing & Aesthetics,skin,2023-08-13,,378,,0,0,,,/dermal-fillers-bhubaneswar,yes,60,55,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b | \b(botox|filler|injectable)\b
../output/markdown/clinic__ultherapy.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/ultherapy/,ultherapy,Ultherapy,page,TREATMENT,Ageing & Aesthetics,clinic,2023-09-18,,164,,0,0,,,/treatments/aesthetic-dermatology/injectable-aesthetics,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bno downtime\b
../output/markdown/skin__mnrf-acne-scars.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/mnrf-acne-scars/,mnrf-acne-scars,MNRF For Acne Scars,page,TREATMENT,Acne Scars,skin,2023-09-19,,168,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__derma-roller.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/derma-roller/,derma-roller,Dermaroller,page,TREATMENT,Acne Scars,skin,2023-09-19,,157,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__mesotherapy.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/mesotherapy/,mesotherapy,Mesotherapy,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-19,,166,,0,0,,,/about,yes,60,46,no,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b | \bpainless\b
../output/markdown/clinic__insta-glow.md,,https://www.radianceclinics.com/treatment/pigmentation/insta-glow/,insta-glow,Insta Glow,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-20,,183,,0,0,,,/about,yes,60,47,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__age-reverse.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/age-reverse/,age-reverse,Age Reverse,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,151,,0,0,,,/about,yes,60,45,no,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b | \bno downtime\b
../output/markdown/clinic__high-intensity-focused-ultrasound.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/high-intensity-focused-ultrasound/,high-intensity-focused-ultrasound,High-Intensity Focused Ultrasound,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,165,,0,0,,,/about,yes,60,46,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__beard-shaping.md,,https://www.radianceclinics.com/treatment/unwanted-hair/beard-shaping/,beard-shaping,Beard Shaping,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,166,,0,0,,,/about,yes,60,46,no,MERGE,source bucket GOOD; medical/editorial flags: \bpainless\b
../output/markdown/clinic__soprano-ice.md,,https://www.radianceclinics.com/treatment/unwanted-hair/soprano-ice/,soprano-ice,Soprano ICE,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,179,,0,0,,,/about,yes,60,46,no,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b | \bpainless\b
../output/markdown/clinic__diode-laser.md,,https://www.radianceclinics.com/treatment/unwanted-hair/diode-laser/,diode-laser,Diode Laser,page,TREATMENT,Skin Health,clinic,2023-09-22,,168,,0,0,,,/skin-clinic-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bguarantee[sd]?\b | \bpermanent(?:ly)?\b
../output/markdown/clinic__erbium-fibre-laser.md,,https://www.radianceclinics.com/treatment/stretch-marks/erbium-fibre-laser/,erbium-fibre-laser,Erbium Fibre Laser,page,TREATMENT,Skin Health,clinic,2023-09-22,,161,,0,0,,,/skin-clinic-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__hydra-facial.md,,https://www.radianceclinics.com/treatment/premium-services/hydra-facial/,hydra-facial,Hydra Facial,page,TREATMENT,Skin Health,skin,2023-09-23,,154,,0,0,,,/skin-clinic-bhubaneswar,yes,60,45,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__permanent-makeup.md,,https://www.radianceclinics.com/treatment/premium-services/permanent-makeup/,permanent-makeup,Permanent Makeup,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,172,,0,0,,,/about,yes,60,46,no,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__advanced-stemcellow.md,,https://www.radianceclinics.com/treatment/hairfall/advanced-stemcellow/,advanced-stemcellow,Advanced Stemcellow,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,161,,0,0,,,/about,yes,60,46,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__hair-transplant.md,,https://www.radianceclinics.com/treatment/hairfall/hair-transplant/,hair-transplant,Hair Transplant,page,TREATMENT,Hair Transplant,hair,2023-09-23,,166,,0,0,,,/hair-transplant-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__erbium-fiber-laser.md,,https://www.radianceclinics.com/treatment/acne-scars/erbium-fiber-laser/,erbium-fiber-laser,Erbium Fiber Laser,page,TREATMENT,Skin Health,clinic,2023-09-23,,156,,0,0,,,/skin-clinic-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__fractional-co2-laser.md,,https://www.radianceclinics.com/treatment/acne-scars/fractional-co2-laser/,fractional-co2-laser,Fractional Co2 Laser,page,TREATMENT,Skin Health,skin,2023-09-23,,178,,0,0,,,/skin-clinic-bhubaneswar,yes,60,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__prp-subsicion.md,,https://www.radianceclinics.com/treatment/acne-scars/prp-subsicion/,prp-subsicion,PRP Subsicion,page,TREATMENT,Hair Loss & Scalp,skin,2023-09-23,,158,,0,0,,,/knowledge,no,60,46,yes,REWRITE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__neck-line.md,,https://www.radianceclinics.com/conditions/antiageing/neck-line/,neck-line,Neck Lines,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,225,,0,0,,,/about,yes,60,48,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__ombrepowder-eyebrows.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/ombrepowder-eyebrows/,ombrepowder-eyebrows,Ombrepowder Eyebrows,page,CLINIC_INFO,Clinic & Doctor,clinic,2025-05-13,,312,,0,0,,,/about,yes,60,52,no,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__botox-treatment.md,,https://www.radianceclinics.com/post/botox-treatment/,botox-treatment,Botox Treatment,post,TREATMENT,Ageing & Aesthetics,clinic,2021-12-14,,372,,0,0,,,/botox-treatment-bhubaneswar,yes,60,55,yes,MERGE,source bucket GOOD; medical/editorial flags: \bprescri(?:be|ption)\b | \b(botox|filler|injectable)\b
